Date,Value
2010-12-31,62221.656
2009-12-31,60292.814
2008-12-31,62815.71
2007-12-31,60281.813
2006-12-31,61829.287
2005-12-31,59064.369
2004-12-31,58037.609
2003-12-31,53721.55
2002-12-31,52390.429
2001-12-31,52595.781
2000-12-31,53468.527
1999-12-31,55819.074
1998-12-31,57597.569
1997-12-31,59519.077
1996-12-31,60157.135
1995-12-31,62118.98
1994-12-31,65914.325
1993-12-31,74451.101
1992-12-31,87487.286
